,path,date,category,FOV,sample,roin,label,iter,left_bgd,right_bgd,ratio_bgd,sigma_bgd,left_width,right_width
512,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi1.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,1,std_dose,,0.1834428483800839,0.16041014003975124,0.8744420480616932,0.4411655930104215,1.7549914767603119,1.9132583256090123
513,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi10.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,10,std_dose,,0.20750543347935324,0.16569309322176062,0.7985000221126598,0.6557442984894617,1.8826546522751948,2.792671502502258
514,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi11.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,11,std_dose,,0.198167877119508,0.15100252123859725,0.7619929295984383,0.6417285722251388,1.2366769185086193,2.225503435210375
515,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi12.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,12,std_dose,,0.1687350386002115,0.13921044555144302,0.8250239351962819,0.5520151675997532,1.9375946901367556,2.662556876705624
516,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi13.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,13,std_dose,,0.1546580207123639,0.10927102926778268,0.7065332193214029,0.5217054929648941,1.2094917875224493,1.75955267098492
517,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi14.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,14,std_dose,,0.19253997212445773,0.18530305962587712,0.9624134541065443,0.5207277493628779,1.3540014736174362,1.8295604223600943
518,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi15.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,15,std_dose,,0.10467898075631299,0.07892196166770754,0.7539427791280621,0.383944478436335,0.7180818614237384,1.263352972398541
519,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi16.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,16,std_dose,,0.217203946389931,0.2264457641912275,1.0425490326253342,0.5150502685795673,1.972647239331081,1.8580182334335433
520,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi17.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,17,std_dose,,0.14438388556853166,0.14052532646257765,0.973275694231663,0.4074887554147603,1.8323646141329546,1.7450665002859376
521,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi18.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,18,std_dose,,0.1751571568958553,0.13888004273214938,0.7928881993370359,0.40668678825195925,1.3986523261565666,1.8142936754696226
522,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi19.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,19,std_dose,,0.18555216375961245,0.18807798892293923,1.013612480243556,0.45995059103117064,1.8731090308169802,2.041021491355864
523,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi2.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,2,std_dose,,0.15575606275342535,0.09447731637624707,0.60657232024292,0.43459391579850565,0.919963478518294,1.8749539387204817
524,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi20.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,20,std_dose,,0.19185288609563156,0.21709441912455738,1.1315671269930432,0.5739559743140872,2.583212251204057,2.2064212724794636
525,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi21.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,21,std_dose,,0.1883628884749836,0.15986697841686429,0.8487180235510997,0.447662437064935,1.8830622621960549,2.1778624718463457
526,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi22.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,22,std_dose,,0.18794022038716382,0.18869160309434319,1.0039979877943714,0.4542212125075789,1.9485612356816973,1.9787229639571298
527,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi23.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,23,std_dose,,0.19235546525273803,0.1798671737244448,0.9350770121769885,0.5049152724605599,2.0938466874968196,2.348117276237629
528,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi24.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,24,std_dose,,0.35191129335183435,0.34461476590295326,0.9792660037153563,0.6845001528372698,1.229579527685683,1.7506461165505063
529,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi25.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,25,std_dose,,0.2810023603080096,0.32262064924224965,1.148106545755067,0.5250519185919782,1.4070519261728713,1.6307305876365359
530,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi26.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,26,std_dose,,0.23562117670256566,0.19664347990284953,0.8345747298897531,0.5563298443972843,2.1642388222849474,2.006108169395824
531,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi27.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,27,std_dose,,0.219084510327466,0.16878775544494673,0.7704230444802299,0.7183939159368916,1.4720115950039978,2.494816858697265
532,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi28.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,28,std_dose,,0.27476484160224696,0.24593922381539612,0.8950898607741846,0.6394485707497182,1.426372565917458,2.224379104587715
533,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi3.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,3,std_dose,,0.156545317146492,0.15214608404461738,0.9718980217226306,0.4782545667221464,1.0753677718403085,1.8198502420288742
534,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi4.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,4,std_dose,,0.10729384573067396,0.06679859684680756,0.6225762194644746,0.4620924220109552,1.2355663791661375,3.12676858193158
535,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi5.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,5,std_dose,,0.14730764246769157,0.12945521964997814,0.8788085769438002,0.5095231196597015,1.3098084275894306,2.138340771747774
536,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi6.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,6,std_dose,,0.1377972368665914,0.1124390387248872,0.8159745527680299,0.5066469037113459,1.3226320394554651,2.0697291245311
537,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi7.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,7,std_dose,,0.12066827551789805,0.09561234211084485,0.7923569115451825,0.4718531270058965,1.0927685586821407,1.8736554208411789
538,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi8.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,8,std_dose,,0.2250562146678473,0.14810327989919947,0.6580723847940835,0.6366236701197152,1.2535598028991317,3.343013891181198
539,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\crystals\roi9.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,9,std_dose,,0.2217221771641713,0.15601649467847678,0.7036575983238537,0.7019481228728489,1.054254839666656,2.328488614773273
540,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9\process\vesicles\roi1.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo9,33,1,std_dose,,0.23678496828252038,0.26358307021748517,1.113174844371838,0.39468019389003495,3.5322300675464233,2.609344660748561
541,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo8\process\crystals\roi1.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo8,34,1,std_dose,,0.045749947010341574,0.04924719619459145,1.0764426936594995,0.1611037772037215,2.965895469186469,0.9022144299184663
542,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo10\process\vesicles\roi1.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo10,35,1,std_dose,,0.08514118049072489,0.10620598602148945,1.2474103061450894,0.17581467720351562,2.190764132267396,1.695960578917803
543,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo10\process\vesicles\roi2.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo10,35,2,std_dose,,0.08417264427073234,0.10903973982112725,1.295429658481591,0.15827514703958034,1.9167771860436433,1.6810024476689487
544,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi1.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,1,std_dose,,0.4769026340919966,0.3248218152748088,0.6811071947490004,1.076502339805256,1.7311129396563947,3.532230067544148
545,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi10.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,10,std_dose,,0.1891724898123916,0.19295772175003356,1.0200094207217756,0.531068422967574,2.622463197416492,1.8440298762340186
546,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi11.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,11,std_dose,,0.1355212914131233,0.13178373923918374,0.9724209226833147,0.42046318380922937,1.8327784549874526,2.141002392603775
547,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi12.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,12,std_dose,,0.1787947527689333,0.14564983683959387,0.814620309511127,0.5413087632511225,1.2493675541861695,2.4973169906192525
548,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi13.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,13,std_dose,,0.18393074058365688,0.13557299924516097,0.7370872254140605,0.5679414178831743,1.2107284286755424,2.896101138200057
549,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi14.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,14,std_dose,,0.3305929135500687,0.3649119263973074,1.1038104915156963,0.6238763143902416,1.7921433606245023,1.8934871712910986
550,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi15.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,15,std_dose,,0.8191851932390632,0.8615890811962786,1.0517634941490461,0.5737455873097511,1.3600233009670213,2.044577044485471
551,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi16.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,16,std_dose,,0.2486198266199075,0.26089752276071587,1.0493834152638946,0.5044027347673572,1.6932281253907657,2.0040306196887103
552,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi17.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,17,std_dose,,0.1485049590273655,0.1514626762485961,1.0199166225868967,0.4755590596623945,2.353603380079147,3.0791795917791056
553,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi18.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,18,std_dose,,0.14821972404529438,0.10944035522167495,0.7383656657479077,0.46394857725264876,1.2838598730683695,1.2165370326778946
554,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi19.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,19,std_dose,,0.1894183209428385,0.15698250356998888,0.8287609286609721,0.5587608404387686,1.90837406503962,2.6684572376262756
555,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi2.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,2,std_dose,,0.3366853951955635,0.25863220753198446,0.7681717449661222,0.7234838234003655,1.1430577005072136,3.5322300673077223
556,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi3.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,3,std_dose,,0.27497199435047226,0.23314160699083963,0.8478740081932974,0.7360096487258189,1.614992349435341,1.8507389952598263
557,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi4.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,4,std_dose,,0.29185250258704576,0.28498594100132757,0.9764724937259354,0.7558846144548377,1.5853096370948483,1.8378052102769236
558,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi5.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,5,std_dose,,0.263655185811116,0.2850185435150613,1.0810276408492496,0.6671921279695371,1.8217629618784876,2.0578685921819817
559,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi6.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,6,std_dose,,0.1623771727489549,0.13753072998718696,0.8469831544598816,0.5697401035468765,0.9173894544250576,1.6254290316992592
560,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi7.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,7,std_dose,,0.17608936537506936,0.1348684238248516,0.7659089663795573,0.6301263840647104,1.3585417677869598,2.4320807639746334
561,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi8.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,8,std_dose,,0.20420306026167756,0.1670934757607938,0.8182711637458842,0.550035590668987,1.1913232158210958,1.8993400113235057
562,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7\process\crystals\roi9.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo7,36,9,std_dose,,0.15155112478413357,0.1187000809182126,0.7832345757069546,0.49360077933401486,1.3075984789663384,1.8583094131862126
563,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6\process6\vesicle\roi1.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6,37,1,std_dose,,0.03297034661083498,0.03852252316799132,1.1683990957902681,0.06764973680318259,2.296199657793779,1.9993766381174733
564,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6\process6\vesicle\roi2.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6,37,2,std_dose,,0.12390430469539149,0.12257172626859036,0.9892450998367074,0.38892675831872636,1.7862758505474208,1.928498996436305
565,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6\process6\vesicle\roi3.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6,37,3,std_dose,,0.04624944652972063,0.04682163355281682,1.0123717593621038,0.09538988439140839,1.9889962884428203,1.8174155555681444
566,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6\process6\vesicle\roi4.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6,37,4,std_dose,,0.06906225793014834,0.06851020275014777,0.9920064128143778,0.13418625778097393,1.1058664277416614,2.018797804837914
567,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6\process6\vesicle\roi5.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6,37,5,std_dose,,0.05184079256964691,0.04157978571579973,0.8020669371506666,0.1700948926017939,1.9097477601765185,3.5322300675357083
568,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6\process6\vesicle\roi6.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6,37,6,std_dose,,0.03880363024382125,0.0378798941953499,0.9761945971893072,0.0849666109003191,1.3698593467622902,3.1299853900558148
569,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6\process6\vesicle\roi7.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba47_1_48hpf\Escan\Escan_tomo6,37,7,std_dose,,0.03774919864324702,0.03554345965338093,0.9415685877013795,0.09781983935518324,1.6447635553589268,2.400404826116144
570,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221206\Escan\serie\process\crystals\roi1.txt,2022-12-06,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221206\Escan\serie,38,1,tilt,0.0,0.16200130382863698,0.19390585587616416,1.196940094267855,1.0932094693065935,1.9761483221899234,2.5891539726869395
